Actual,Predicted
8.780529e-05,0.005381265078886532
0.08619995,0.08314862380222016
0.1330486,0.09917884525197335
0.08636355,0.10900049803271346
-4.09e-08,0.05760709505439626
1.19044e-05,0.005681140658448103
0.04815651,0.07252374916487961
-0.000223421,-0.025637806822194742
0.04634102,0.05401299970574247
0.08944633,0.06740763903799897
1.214256e-05,-0.07071838835165406
-8.14e-05,0.005407238185708041
0.08769291,0.09963621735643444
0.1815861,0.19454292322901812
0.056787,1.2506673093866947
0.08523802,0.07151239514603369
0.0650453,0.048675523987512306
0.5148025,1.2950841338050734
0.000364851,0.01405021316050406
0.1253832,0.10542555007779023
-8.05e-05,0.0123276524546016
0.000363073,0.015409156412622457
0.09711879,0.08993583672161076
0.000168985,0.025409066655434367
7.789464e-05,0.05531846936847229
-0.000339562,-0.020826642648573312
0.000154012,-0.008184762940354251
8.088591e-05,0.0031797632932537567
-0.000104588,0.004294133872811079
-9.11e-05,-0.0911794674431119
-0.000136704,-0.03259338001262552
1.92721,1.2994932749631487
-9.65e-05,-0.04525432696284731
0.08425979,0.09082124231429373
0.07824092,0.06430979461616494
0.1525046,0.08886067382279408
1.694131,1.2914285288276002
0.125378,0.0949162065258528
0.081264,0.07344868935362697
0.08454417,0.08615478542021517
0.08603068,0.07746541251442705
0.000227438,-0.06149516458122245
8.58267e-05,-0.03558988969604293
2.62735,1.346259389345597
0.03575706,0.09197452661727198
0.01778415,0.06726813343088614
0.08331353,0.08376772504664118
0.000230465,0.02981960983872134
0.09728704,0.10106366630703306
0.08348634,0.10035898078397279
-0.000123804,0.020237383697742334
0.000216307,-0.023026824041821492
0.1015711,0.0431601397646503
0.08188177,0.07894418865429381
0.088566,0.10375197509242609
0.000337601,0.06026573594510995
8.628731e-05,-0.005033137517036379
9.675207e-05,-0.008348834491604035
0.5843571,0.13110654523369752
0.05289865,0.06786158394058969
0.000258006,-0.03730465400944996
0.09655832,0.09703417435538325
0.1124102,0.08275885127425958
6.888388e-05,0.057740975053154966
0.04027047,0.069184661614948
0.01640346,0.05206159967627254
1.489723,1.3460028105410424
-0.000242127,0.01386578524297595
0.000239922,-0.0039833158101443
-2.2e-05,0.0346105868024143
0.000767627,0.006875178752999228
1.222245,1.2720492863086288
8.465456e-05,0.0065161946390121794
-8.16e-07,-0.05990380633251091
0.1684474,0.09719988906010153
0.08631681,0.07651822467672631
1.09649,1.3225807645079912
0.1359299,0.0635324802024064
0.181084,1.2585651090951944
0.04017343,0.04515519349670913
0.05999361,0.08628656614792873
4.775047e-05,-0.04953591301294247
0.05325393,0.08167950910494758
0.06261506,0.08380258744022137
0.05533594,0.054960061508560656
3.053408e-05,0.07118726951466604
0.02836903,0.06428019354206711
-0.0008205,-0.041552541511156615
0.08813617,0.09610204001312639
0.000204169,-0.0013357816076416396
0.07744272,0.08731015203518333
0.04072757,0.043098171467901875
-1.44e-05,-0.021675863533323902
0.120753,0.09894764172545192
0.004120854,0.09953719824677794
0.03120707,0.05608755245970465
-6.48e-05,-0.024321253559814515
0.0512229,0.046768910395788996
0.000175979,-0.02671100255514952
0.08779156,0.08496620141509953
0.1602293,0.10004789935572117
0.05489514,0.09033900995374822
0.1141676,0.10377642877690169
0.2272165,1.2945477522961597
-7.26e-05,-0.03905902054264632
0.03281121,0.07822949980335007
0.05189087,0.0343800830188455
0.09435425,0.10309530878917081
0.000208029,-0.06577255263607784
-6.61e-05,-0.06554637457795645
0.08045691,0.07814165676395621
-0.000110975,0.0372150370333304
1.873134,1.3031524294633254
0.1087171,0.07196674025968747
0.000206783,-0.014598599011053565
-0.000114203,0.030057610482038782
0.03345294,0.05920082515588135
0.08571817,0.07240571913979053
0.000220861,0.018752087305004717
0.114918,0.0669029016274938
0.000873807,0.06096496904913773
-8.58e-05,0.0028264656966144885
0.1220996,0.06628485185169504
0.1435671,0.08481482292929737
-0.000277102,-0.05587671963058444
0.0745896,0.10611556778276462
0.1407404,0.0857399567893617
0.000240569,0.11124442841885725
-5.08e-05,0.003504866766172121
0.1103809,0.06367743729848376
0.07397179,0.08206896605087441
0.1482422,0.09957295659567332
0.000375244,0.056617601366745374
0.1053644,0.10076981992705983
9.116656e-05,-0.006861060987830181
-9.29e-05,-0.007714952541590575
-0.000151024,-0.029812346439653886
0.1144375,0.08668833957349802
1.257005,1.26509846540944
0.000313939,-0.0162223922475625
0.1666973,0.0928775223262131
7.929312e-05,0.007679269260119914
-0.00041093,-0.035251730308627105
-3.48e-05,-0.00944057383562405
0.00017429,-0.02724171242627499
0.1284398,0.13351588850396676
0.000262259,0.04422020578017222
1.749765,1.2971970090678016
0.000234561,-0.004538356423727186
0.2163979,0.08026499831285042
-5.31e-05,-0.014743857919634396
1.20881,1.2981991505209332
-0.000114508,-0.041303017787420016
